file,model,peft_method,learning_rate,epochs,category,accuracy_ambig,accuracy_disambig,bias_score_dis,bias_score_amb,unknown_dis
gemma_ia3_lr2e-5_e1_bbq.csv,gemma,ia3,2e-5,1,Age,0.22172619047619047,0.8318452380952381,0.12636505460218417,0.3407035561005518,22
gemma_ia3_lr2e-5_e1_bbq.csv,gemma,ia3,2e-5,1,Disability_status,0.16608996539792387,0.8321799307958477,0.1099099099099099,0.3568533931855732,16
gemma_ia3_lr2e-5_e1_bbq.csv,gemma,ia3,2e-5,1,Gender_identity,0.30288461538461536,0.8840144230769231,0.09548387096774191,0.18685567010309273,88
gemma_ia3_lr2e-5_e1_bbq.csv,gemma,ia3,2e-5,1,Nationality,0.32659574468085106,0.9478723404255319,0.0760986066452305,0.15392097264437696,7
gemma_ia3_lr2e-5_e1_bbq.csv,gemma,ia3,2e-5,1,Physical_appearance,0.24149659863945577,0.7806122448979592,0.06405693950177938,0.5810968778919683,26
gemma_ia3_lr2e-5_e1_bbq.csv,gemma,ia3,2e-5,1,Race_ethnicity,0.28721174004192873,0.8909853249475891,0.010445299615173154,0.06514057911743358,50
gemma_ia3_lr2e-5_e1_bbq.csv,gemma,ia3,2e-5,1,Religion,0.37058823529411766,0.8441176470588235,0.033033033033033066,0.23027259684361556,7
gemma_ia3_lr2e-5_e1_bbq.csv,gemma,ia3,2e-5,1,SES,0.3558467741935484,0.8709677419354839,0.19796954314720816,0.25872600639829385,7
gemma_ia3_lr2e-5_e1_bbq.csv,gemma,ia3,2e-5,1,Sexual_orientation,0.41796875,0.83984375,0.028806584362139898,0.19401041666666663,12
gemma_ia3_lr2e-5_e5_bbq.csv,gemma,ia3,2e-5,5,Age,0.2604166666666667,0.8258928571428571,0.1396468699839486,0.32527970679012347,27
gemma_ia3_lr2e-5_e5_bbq.csv,gemma,ia3,2e-5,5,Disability_status,0.17301038062283736,0.8114186851211073,0.13090909090909086,0.4163729638163441,20
gemma_ia3_lr2e-5_e5_bbq.csv,gemma,ia3,2e-5,5,Gender_identity,0.3245192307692308,0.8774038461538461,0.08709888670595944,0.1974955150083136,82
gemma_ia3_lr2e-5_e5_bbq.csv,gemma,ia3,2e-5,5,Nationality,0.37340425531914895,0.9404255319148936,0.0670995670995671,0.12357456681640913,15
gemma_ia3_lr2e-5_e5_bbq.csv,gemma,ia3,2e-5,5,Physical_appearance,0.2857142857142857,0.7738095238095238,0.06451612903225801,0.5551537070524412,23
gemma_ia3_lr2e-5_e5_bbq.csv,gemma,ia3,2e-5,5,Race_ethnicity,0.28249475890985326,0.8967505241090147,0.0010952902519167917,0.03896564043373458,43
gemma_ia3_lr2e-5_e5_bbq.csv,gemma,ia3,2e-5,5,Religion,0.4117647058823529,0.8176470588235294,0.015197568389057725,0.20689655172413796,11
gemma_ia3_lr2e-5_e5_bbq.csv,gemma,ia3,2e-5,5,SES,0.36794354838709675,0.8689516129032258,0.20449897750511248,0.25306708991077553,12
gemma_ia3_lr2e-5_e5_bbq.csv,gemma,ia3,2e-5,5,Sexual_orientation,0.4609375,0.82421875,0.008403361344537785,0.1509375,17
gemma_lora_lr2e-5_e1_bbq.csv,gemma,lora,2e-5,1,Age,0.17857142857142858,0.8407738095238095,0.08952959028831553,0.35916714864083277,6
gemma_lora_lr2e-5_e1_bbq.csv,gemma,lora,2e-5,1,Disability_status,0.09688581314878893,0.8114186851211073,0.1651865008880995,0.47638813522294027,8
gemma_lora_lr2e-5_e1_bbq.csv,gemma,lora,2e-5,1,Gender_identity,0.2926682692307692,0.8840144230769231,0.1095890410958904,0.2041394025968707,52
gemma_lora_lr2e-5_e1_bbq.csv,gemma,lora,2e-5,1,Nationality,0.2957446808510638,0.9414893617021277,0.06337271750805584,0.09899171152695889,7
gemma_lora_lr2e-5_e1_bbq.csv,gemma,lora,2e-5,1,Physical_appearance,0.17687074829931973,0.7908163265306123,0.05653710247349819,0.6009571970381072,18
gemma_lora_lr2e-5_e1_bbq.csv,gemma,lora,2e-5,1,Race_ethnicity,0.27148846960167716,0.8684486373165619,0.011506849315068512,0.06983971575498427,63
gemma_lora_lr2e-5_e1_bbq.csv,gemma,lora,2e-5,1,Religion,0.35,0.8176470588235294,0.030120481927710774,0.21914285714285717,8
gemma_lora_lr2e-5_e1_bbq.csv,gemma,lora,2e-5,1,SES,0.2842741935483871,0.8608870967741935,0.20081135902636915,0.29660709096192966,6
gemma_lora_lr2e-5_e1_bbq.csv,gemma,lora,2e-5,1,Sexual_orientation,0.37890625,0.8046875,0.012448132780082943,0.21247944078947364,15
gemma_lora_lr2e-5_e5_bbq.csv,gemma,lora,2e-5,5,Age,0.15922619047619047,0.8214285714285714,0.10773899848254942,0.3320148049396576,8
gemma_lora_lr2e-5_e5_bbq.csv,gemma,lora,2e-5,5,Disability_status,0.11418685121107267,0.7820069204152249,0.1616341030195383,0.4861169718963626,14
gemma_lora_lr2e-5_e5_bbq.csv,gemma,lora,2e-5,5,Gender_identity,0.2698317307692308,0.8551682692307693,0.09862671660424471,0.19004379610115904,59
gemma_lora_lr2e-5_e5_bbq.csv,gemma,lora,2e-5,5,Nationality,0.28617021276595744,0.9234042553191489,0.04139433551198257,0.11627330554946266,21
gemma_lora_lr2e-5_e5_bbq.csv,gemma,lora,2e-5,5,Physical_appearance,0.17687074829931973,0.7840136054421769,0.06502636203866441,0.5481498093742992,15
gemma_lora_lr2e-5_e5_bbq.csv,gemma,lora,2e-5,5,Race_ethnicity,0.2578616352201258,0.8553459119496856,0.01924134139637168,0.051719130375087824,74
gemma_lora_lr2e-5_e5_bbq.csv,gemma,lora,2e-5,5,Religion,0.2735294117647059,0.7735294117647059,0.009230769230769154,0.1640417457305503,15
gemma_lora_lr2e-5_e5_bbq.csv,gemma,lora,2e-5,5,SES,0.2560483870967742,0.8397177419354839,0.2232415902140672,0.24942354510978978,11
gemma_lora_lr2e-5_e5_bbq.csv,gemma,lora,2e-5,5,Sexual_orientation,0.3046875,0.76953125,0.012765957446808418,0.17903255988023947,20
gemma_prompt_lr2e-5_e1_bbq.csv,gemma,prompt,2e-5,1,Age,0.14732142857142858,0.6458333333333334,0.042483660130719025,0.18022868561278862,41
gemma_prompt_lr2e-5_e1_bbq.csv,gemma,prompt,2e-5,1,Disability_status,0.15051903114186851,0.6747404844290658,0.04615384615384621,0.20456888637808066,58
gemma_prompt_lr2e-5_e1_bbq.csv,gemma,prompt,2e-5,1,Gender_identity,0.1640625,0.7409855769230769,0.09185667752443005,0.12968294792425347,90
gemma_prompt_lr2e-5_e1_bbq.csv,gemma,prompt,2e-5,1,Nationality,0.2,0.6723404255319149,0.08235294117647052,0.03868954758190331,90
gemma_prompt_lr2e-5_e1_bbq.csv,gemma,prompt,2e-5,1,Physical_appearance,0.3673469387755102,0.6105442176870748,0.34090909090909083,0.24944606413994175,52
gemma_prompt_lr2e-5_e1_bbq.csv,gemma,prompt,2e-5,1,Race_ethnicity,0.17243186582809225,0.6818658280922432,0.03540336622170637,0.0454707766028521,164
gemma_prompt_lr2e-5_e1_bbq.csv,gemma,prompt,2e-5,1,Religion,0.3058823529411765,0.6147058823529412,0.06289308176100628,0.11456310679611645,21
gemma_prompt_lr2e-5_e1_bbq.csv,gemma,prompt,2e-5,1,SES,0.3326612903225806,0.7026209677419355,0.1808873720136519,0.09467434981582763,111
gemma_prompt_lr2e-5_e1_bbq.csv,gemma,prompt,2e-5,1,Sexual_orientation,0.390625,0.62109375,-0.026548672566371723,0.06860513245033106,29
gemma_prompt_lr2e-5_e5_bbq.csv,gemma,prompt,2e-5,5,Age,0.17261904761904762,0.5446428571428571,-0.01449275362318836,0.0029761904761904574,51
gemma_prompt_lr2e-5_e5_bbq.csv,gemma,prompt,2e-5,5,Disability_status,0.12975778546712802,0.583044982698962,0.05609284332688591,0.1955017301038063,61
gemma_prompt_lr2e-5_e5_bbq.csv,gemma,prompt,2e-5,5,Gender_identity,0.1171875,0.6111778846153846,0.08421052631578951,0.11598557692307683,142
gemma_prompt_lr2e-5_e5_bbq.csv,gemma,prompt,2e-5,5,Nationality,0.1776595744680851,0.5202127659574468,0.04739884393063587,0.06702127659574467,75
gemma_prompt_lr2e-5_e5_bbq.csv,gemma,prompt,2e-5,5,Physical_appearance,0.1598639455782313,0.5544217687074829,0.31135531135531136,0.27551020408163274,42
gemma_prompt_lr2e-5_e5_bbq.csv,gemma,prompt,2e-5,5,Race_ethnicity,0.12945492662473795,0.5157232704402516,0.01487209994051164,0.051886792452830253,227
gemma_prompt_lr2e-5_e5_bbq.csv,gemma,prompt,2e-5,5,Religion,0.2411764705882353,0.5088235294117647,0.03846153846153855,0.05882352941176464,28
gemma_prompt_lr2e-5_e5_bbq.csv,gemma,prompt,2e-5,5,SES,0.16330645161290322,0.5282258064516129,0.15246636771300448,0.11088709677419363,100
gemma_prompt_lr2e-5_e5_bbq.csv,gemma,prompt,2e-5,5,Sexual_orientation,0.17578125,0.53125,-0.07207207207207211,-0.00390625000000004,32
gemma_ptuning_lr2e-5_e1_bbq.csv,gemma,ptuning,2e-5,1,Age,0.11607142857142858,0.7767857142857143,0.13237639553429026,0.3300221120343072,37
gemma_ptuning_lr2e-5_e1_bbq.csv,gemma,ptuning,2e-5,1,Disability_status,0.12975778546712802,0.7820069204152249,0.18003565062388582,0.5298652193325148,17
gemma_ptuning_lr2e-5_e1_bbq.csv,gemma,ptuning,2e-5,1,Gender_identity,0.25961538461538464,0.7878605769230769,0.10663198959687903,0.1603598014888338,126
gemma_ptuning_lr2e-5_e1_bbq.csv,gemma,ptuning,2e-5,1,Nationality,0.2393617021276596,0.8414893617021276,0.046875,0.1003774879890186,44
gemma_ptuning_lr2e-5_e1_bbq.csv,gemma,ptuning,2e-5,1,Physical_appearance,0.17687074829931973,0.7295918367346939,0.13571428571428568,0.5340645894332037,28
gemma_ptuning_lr2e-5_e1_bbq.csv,gemma,ptuning,2e-5,1,Race_ethnicity,0.2348008385744235,0.7468553459119497,0.012600229095074411,0.05742114425053259,146
gemma_ptuning_lr2e-5_e1_bbq.csv,gemma,ptuning,2e-5,1,Religion,0.3205882352941177,0.7382352941176471,0.003095975232198178,0.20143363878214607,17
gemma_ptuning_lr2e-5_e1_bbq.csv,gemma,ptuning,2e-5,1,SES,0.3024193548387097,0.7913306451612904,0.19496855345911945,0.1513811370731246,38
gemma_ptuning_lr2e-5_e1_bbq.csv,gemma,ptuning,2e-5,1,Sexual_orientation,0.2734375,0.6875,-0.012987012987012991,0.13425611413043473,25
gemma_ptuning_lr2e-5_e5_bbq.csv,gemma,ptuning,2e-5,5,Age,0.23363095238095238,0.7440476190476191,0.14832535885167464,0.14169447600113608,35
gemma_ptuning_lr2e-5_e5_bbq.csv,gemma,ptuning,2e-5,5,Disability_status,0.14705882352941177,0.745674740484429,0.19217081850533813,0.36653887624296155,15
gemma_ptuning_lr2e-5_e5_bbq.csv,gemma,ptuning,2e-5,5,Gender_identity,0.29447115384615385,0.8094951923076923,0.08796895213454081,0.15664926188269565,118
gemma_ptuning_lr2e-5_e5_bbq.csv,gemma,ptuning,2e-5,5,Nationality,0.2978723404255319,0.7680851063829788,0.09589041095890405,0.021670606776989697,48
gemma_ptuning_lr2e-5_e5_bbq.csv,gemma,ptuning,2e-5,5,Physical_appearance,0.22108843537414966,0.6989795918367347,0.1454219030520647,0.48169530970282853,28
gemma_ptuning_lr2e-5_e5_bbq.csv,gemma,ptuning,2e-5,5,Race_ethnicity,0.319706498951782,0.7510482180293501,0.06945228684359117,0.05348219347863356,131
gemma_ptuning_lr2e-5_e5_bbq.csv,gemma,ptuning,2e-5,5,Religion,0.36470588235294116,0.7235294117647059,0.0,0.10638896707008168,22
gemma_ptuning_lr2e-5_e5_bbq.csv,gemma,ptuning,2e-5,5,SES,0.3387096774193548,0.7651209677419355,0.18306878306878316,0.23119921201674473,46
gemma_ptuning_lr2e-5_e5_bbq.csv,gemma,ptuning,2e-5,5,Sexual_orientation,0.265625,0.69921875,0.034482758620689724,0.13744986631016048,24
llama_ia3_lr2e-5_e1_bbq.csv,llama,ia3,2e-5,1,Age,0.37648809523809523,0.8377976190476191,0.08980213089802125,0.293154761904762,15
llama_ia3_lr2e-5_e1_bbq.csv,llama,ia3,2e-5,1,Disability_status,0.28546712802768165,0.9446366782006921,0.052816901408450745,0.35121107266435986,10
llama_ia3_lr2e-5_e1_bbq.csv,llama,ia3,2e-5,1,Gender_identity,0.6213942307692307,0.8756009615384616,0.019556714471968606,0.12379807692307691,130
llama_ia3_lr2e-5_e1_bbq.csv,llama,ia3,2e-5,1,Nationality,0.7351063829787234,0.9053191489361702,0.02733485193621865,0.10957446808510637,62
llama_ia3_lr2e-5_e1_bbq.csv,llama,ia3,2e-5,1,Physical_appearance,0.5170068027210885,0.7789115646258503,0.11196911196911197,0.336734693877551,70
